"","X.1","X","all_comments.authorDisplayName","all_comments.likeCount","all_comments.textOriginal","all_comments.publishedAt"
"1409",1409,1409,"Jacka Lacka",0,"Off with his head.","4/13/18"
"1410",1410,1410,"Azor Ahai",0,"_ÌâåªÌâåÉÌÄå¢ Jesus Christ... I canÌâå_ÌâåÑÌÄåöt even fathom what would make someone go to a school and shoot children. May god not have mercy on his wretched soul.","4/13/18"
"1411",1411,1411,"Death Is Pure Bliss",0,"I hope he gets out of jail and comes my way.","4/13/18"
"1412",1412,1412,"Tryhard Togood4u",0,"guys dont u think all shooters should be put on death penalty especially shooters who shoot up liltte kids the should get lethal injection","4/12/18"
"1413",1413,1413,"Gratest Ever",0,"IÌâå_ÌâåÑÌÄåöm glad Anthony is alive we played soccer together","4/12/18"
"1414",1414,1414,"Joe McGuire",0,"He is going to be murdered in prison, I hope he knows that","4/12/18"
"1415",1415,1415,"Dylan Meikle",0,"Don't punish murder with murder","4/12/18"
"1416",1416,1416,"Nik SlapniÌÄå_Ìâåar",0,"I would 100% rather fuck his lawyer so fucking hot middle age milf, I bet she rides and swallows dicks so good","4/11/18"
"1417",1417,1417,"Lucky S",1,"Why plead not guilty? 

Some one it's because he didn't actually do it. There have been conflicting reports, several witnesses reported 2 men, others reported a man in a mask, and some kids reported seeing Cruz as gunshots were still going off.","4/11/18"
"1418",1418,1418,"Skyla Vega",0,"That judge can lock me up and throw away the key any day","4/11/18"
"1419",1419,1419,"Kathy Love Queen",0,"Nooo , dont kill him he killed 27 people but only GOD can take peoples life cus he gave it to u","4/11/18"
"1420",1420,1420,"Lucy The Cat",0,"Hell yeah my boy Nikolas Cruz!!!","4/11/18"
"1421",1421,1421,"yacine dz",0,"Stop selling guns, or kill the criminals and dont give them a chance to live in prison doing push ups and squats....","4/10/18"
"1422",1422,1422,"In Allah We Trust",0,"Thank God He was NOT a Muslim!
Otherwise he would be called a terrorist and worse than that even his religion would be insulted and all the Muslims would be suffered!
#TerrorismHasNoReligion","4/10/18"
"1423",1423,1423,"PrimeTime",0,"damn that judge is fine af","4/10/18"
"1424",1424,1424,"Just A Metalhead",0,"What the fuck is up with all these school shootings!? Everyone's fucking dumb in the US? Legit the kid saw a school shooting and was like ""oh that's hella cool, I wonder what could go wrong _Ìâåª_ÌâåÓ..."" or what??






*???*","4/10/18"
"1425",1425,1425,"Dark Angel",0,"Death sentence plz","4/10/18"
"1426",1426,1426,"Mattheo B",0,"Death sentence for that piece of shit..","4/10/18"
"1427",1427,1427,"Lethal Savage",0,"If this was the medieval times, this dude would be dead by know","4/10/18"
"1428",1428,1428,"Allsaints Church",0,"HAHA THATS WHAT YOU GET WHITE BOYY WANNA GO AROUND KILLINN PPL U FUCKING PSYCHO","4/9/18"
"1429",1429,1429,"Yariel Cruz",0,"For him to share the name Cruz. Its a fucking embarrassment to know I share the same last name as him.","4/9/18"
"1430",1430,1430,"Wyatt Pike",0,"Fuck yes that physcio is getting the death penalty fuck yws","4/9/18"
"1431",1431,1431,"SlidewaysKenny",0,"He didnÌâå_ÌâåÑÌÄåöt do it","4/9/18"
"1432",1432,1432,"Huskerturtles11 awb",0,"He should not in prison","4/9/18"
"1433",1433,1433,"Chalkzone0",0,"I blame black people. Kill niggers","4/8/18"
"1434",1434,1434,"Jessie Hamer",0,"Please show footage of every day he gets fucked up on prison","4/8/18"
"1435",1435,1435,"Gdhdhd Bdbdhd",0,"White people","4/8/18"
"1436",1436,1436,"clorox Bleach Father",0,"He doesn't deserve an attorney.","4/8/18"
"1437",1437,1437,"TheReal PENNYWISE",0,"Excuse me but the judge is sexy I wouldnÌâå_ÌâåÑÌÄåöt mind her reading me my rights naked","4/8/18"
"1438",1438,1438,"T. Ingle",0,"Why did he killed them?","4/8/18"
"1439",1439,1439,"Mubashir Ashraf",0,"Gayyyye","4/8/18"
"1440",1440,1440,"Blob Ho",0,"They should give him 25 years then death penalty so either the fuckers gonna die. Kill him mentally then send him death row _ÌâåªÌâåÉ__ÌâåªÌâåÉ__ÌâåªÌâåÉ_","4/8/18"
"1441",1441,1441,"Derek Jeter",0,"Tht judge is sexy","4/8/18"
"1442",1442,1442,"Julian Martinez",0,"Kill that ugly looking dwarf kill him","4/8/18"
"1443",1443,1443,"Mohammed Zaben",0,"Is he on death row","4/8/18"
"1444",1444,1444,"Glee Forever",0,"Wait is he getting death penalty","4/8/18"
"1445",1445,1445,"lexxo tex",0,"2:55 that guy on his left is Mark Zuckefberg","4/7/18"
"1446",1446,1446,"Ahmed Elblihi - ÌâåÀÌâå£ÌâåÀ_Ìâå»ÌÄåãÌâåÀÌÄåÛ ÌâåÀ_Ìâå»ÌÄåÏÌâåÀÌÄå´Ìâå»ÌÄåÏÌâå»_Ìâå»ÌÄå¦Ìâå»_",0,"I just feel sorry for him what was his motives to do it
I mean maybe he has mental or psychological issues","4/7/18"
"1447",1447,1447,"gorilla bull",0,"just take him behind the courtroom and shoot him in the back of the head just like he shot all those kids","4/7/18"
"1448",1448,1448,"redspin2ify",0,"I feel for his family. Imagine waking up to your brother or your son or your father turning out to be a mass shooter. That will haunt you for the rest of your life, people wouldn't let you live it down. Not sure if you can even put THAT much blame on family either, even if they knew of the tenancies. Mental really.","4/7/18"
"1449",1449,1449,"jagathkrishna m",0,"In india he will enjoy the jail","4/7/18"
"1450",1450,1450,"fat nagger",0,"Judge gives death by snoo snoo","4/7/18"
"1451",1451,1451,"Raiyn Aydin",0,"Shoot more schools up jk","4/7/18"
"1452",1452,1452,"Matthew Bryant",0,"what he did might be wrong but he is still a child of God and should be treated as such. He still deserves love and respect.","4/7/18"
"1453",1453,1453,"D F",0,"the judge is so sexy","4/6/18"
"1454",1454,1454,"Ìâå ÌÄå__Ìâå ÌÄå_ÌâåÐÌâå ÌâåÌâåªÌâå Ìâå_Ìâå ÌâåÌâåÌâå ÌÄå__Ìâå ÌÄå_ÌâåÐ",0,"......wow..... This comment section.............. You must be Emma but with multiple fake accounts","4/6/18"
"1455",1455,1455,"MÌâåÌÄå¤S2FÌâåÕÌâåÑ",0,"Jewish terrorist","4/6/18"
"1456",1456,1456,"Sanjog Wayne",1,"He better not be dropping soaps in the prison.","4/6/18"
"1457",1457,1457,"Leon Pro Gamer",0,"He should be in jail forever","4/6/18"
"1458",1458,1458,"Bankroll Dmarion",0,"Yess","4/6/18"
"1459",1459,1459,"UltimateTiger1200",0,"is it me or does the judge look hot af.","4/6/18"
"1460",1460,1460,"Chris Mahoney",0,"Wish we could torture this guy then kill him","4/6/18"
"1461",1461,1461,"Kari Gil",0,"Fry him alive for all he had done","4/5/18"
"1462",1462,1462,"Porta Potty",0,"No sympathy for the kid, but a tortured soul in a otherwise broken society will the cycle ever change. America wake up and smell the coffee.","4/5/18"
"1463",1463,1463,"boomhauer",0,"The judge can get the pipe tho","4/5/18"
"1464",1464,1464,"Kerry Cronic Vlogs",1,"He's fucked.","4/5/18"
"1465",1465,1465,"Jared romero",0,"The guy in the thumbnail looks like Matthew Santoro","4/5/18"
"1466",1466,1466,"Spill Burg",0,"all mass shooters need death penalty by torture that needs to be shown to the public..  Maybe that will stop copycats but in reality probably will just cause more self inflicted gunshots at the end of their shooting sprees.","4/5/18"
"1467",1467,1467,"PARANORMAL OREGON",0,"I understand that law enforcement has to remain professional in all situations.  But it's people like this that you simply cannot remain professional. He killed 17 innocent children. He needs to be beat, torchered and every worse thought you can think of. And then repeat. Do not give him death penalty when he needs to suffer every single remaining moment of his life. Period","4/5/18"
"1468",1468,1468,"Sammy Neff aka ZefSam",1,"Why they say suspect _ÌâåªÌâåÉÌÄå__ÌâåªÌâåÉÌÄå_ Wtf","4/5/18"
"1469",1469,1469,"Ty Plays",0,"Was it actually him tho","4/5/18"
"1470",1470,1470,"ChaOs I",0,"God damit this judge is hot","4/5/18"
"1471",1471,1471,"Rebok",0,"Yay","4/5/18"
"1472",1472,1472,"cardfan4ever2009",0,"Only God can truely judge this young man.","4/5/18"
"1473",1473,1473,"M. Stacewicz",0,"It's quite ironc how he's scared to die after taking 17 lives. Those kids had no chance to negotiate the terms and neither should he.","4/5/18"
"1474",1474,1474,"lkWEAR",0,"after seeing the judge i had a shooting in my pants","4/5/18"
"1475",1475,1475,"Victor Von Deathstroke",0,"Broward county officers won't do anything... we know that much","4/5/18"
"1476",1476,1476,"Tracie Mills",0,"It's sad he did this shit But y'all see all these comments All people know is hurting other ppl Sad what this world has come to Shout out to the people that's good hearted Don't give up on your faith so many people just lost out here._ÌâåªÌÄå£Ìâå£Ìâå«ÌÄåªÌâå_ÌâåªÌÄå»ÌÄåÛ_Ìâåª__","4/5/18"
"1477",1477,1477,"Kaldero",1,"here in philippines, cases like that will be always defended by the CHR, even those police took him too jail, has a 80% chances that police can go to jail because of hurting the criminal(like putting a lock on his hands), sad truth","4/5/18"
"1478",1478,1478,"all about sensimillia",0,"Still don't get why they didnt soot him in the head TWAT","4/5/18"
"1479",1479,1479,"PaintedSkull",0,"How did Microsoft get in there??





Oh wait...","4/5/18"
"1480",1480,1480,"BLYT",0,"He deserved to die he kills a lot of people!","4/5/18"
"1481",1481,1481,"Jim Campbell",0,"Well I hope they play the live dispatch audio; that by itself will exonerate him on how the cops and dispatcher identify multiple shooters.  Not to mention the multiple witnesses that said there were multiple shooters while one of the witnesses was talking to Cruz while shots were fired elsewhere.","4/5/18"
"1482",1482,1482,"Nick James",0,"Judge is hotter than everyone damn","4/5/18"
"1483",1483,1483,"Ron Paul",1,"Blame him! Not guns!","4/5/18"
"1484",1484,1484,"Plug Reacts",0,"This was a false flag operation","4/5/18"
"1485",1485,1485,"Santhiago Cabrera",0,"what about the 4 cops strangely arriving / leaving in truck?","4/5/18"
"1486",1486,1486,"Caelan Farlee",0,"For Gods sake a 9mm round is like 16 cents","4/5/18"
"1487",1487,1487,"Caelan Farlee",0,"Why do they publicize this sick fuck? I garantee if the justice system wasnt fucked and they could hang the slimey sons of bitches that there would be a lot less crime","4/5/18"
"1488",1488,1488,"Kiid",0,"*SUSPECT*???  WTF","4/5/18"
"1489",1489,1489,"Boi Bude",0,"Lmao he dead","4/5/18"
"1490",1490,1490,"Star Platinum, The World!",1,"*Mathew Santoro, What are you doing there? lol **2:50*","4/5/18"
"1491",1491,1491,"Star Platinum, The World!",0,"*ooo damn, that's one hot fucking judge. what a milf. I wanna fuck her everyday*","4/5/18"
"1492",1492,1492,"TerminRaider Tributes",0,"They shouldnÌâå_ÌâåÑÌÄåöt use the death Penalty. Make him get help.","4/5/18"
"1493",1493,1493,"ACGaming",0,"He should rot in jail...","4/5/18"
"1494",1494,1494,"Chad Yonish",0,"18 deputies in the courtroom give me a fucking break Overkill libtards. He's so frail you only needed one cop. Libtards always going for the overkill 18 cops for this 100 pound kid. What a joke","4/5/18"
"1495",1495,1495,"WINTER TIME",0,"Yesss kill that fag","4/5/18"
"1496",1496,1496,"Chade Kirtaty",0,"He should be put down for what he did","4/5/18"
"1497",1497,1497,"Guy Staker",0,"What a scumbag","4/5/18"
"1498",1498,1498,"TALKINGtac0",0,"He has adhd and autism. Yeah what he did was bad but he's not mentally okay. Idk how he was even able to stand trial. But I dont think the death penalty is appropriate. I'm more interested in what lead him to commit such actions. He was bullied, and nobody is talking about that, they just like to point the finger. As long as none of you were involved, you dont care. And it sickens me. Instead of solving the issues that leads people up to these moments you're all *so quick to pull the trigger on him.* I guess that doesnt make you much better than him does it?","4/5/18"
"1499",1499,1499,"SuperShaggySandwich",0,"This faggot looks like Ben Stiller with his goofy ass ears","4/5/18"
"1500",1500,1500,"Jason Marler",0,"So all of the Coward County Deputies can show up, but only after the danger is gone?","4/5/18"
"1501",1501,1501,"juan botero",0,"Cruz looks like JD from heathers","4/5/18"
"1502",1502,1502,"Wa7erMelonStuf F",0,"No more fortnite","4/5/18"
"1503",1503,1503,"dylan scronce",0,"Stupid ass kid..had his whole life ahead... over fkin 10 grand in the bank annnnd 25 grand Coming!!?  Wtf","4/5/18"
"1504",1504,1504,"Diet Cunt Bread",0,"I wish he killed more than 17 kids","4/5/18"
"1505",1505,1505,"Gone Somewher",0,"Hope he gets the death penalty","4/4/18"
"1506",1506,1506,"Alphonso TV",0,"I have a song about this on my channel, check it out _ÌâåªÌâåÉÌÄåã_ÌâåªÌÄåöÌÄå_","4/4/18"
"1507",1507,1507,"Ali Abbas",0,"not guilty my ass he shouldnÌâå_ÌâåÑÌÄåöt even deserve to plead not guilty he deserves a slow n painful death","4/4/18"
"1508",1508,1508,"The Commonly Informed",0,"anybody realize that he wants them to not pursue death penalty, he doesnt want to die, meaning that hed rather live in solitary than die. I say just kill him","4/4/18"
"1509",1509,1509,"Andrew Espinoza",0,"Thank fuck he's not rich or they'd give him a slap on the wrist","4/4/18"
"1510",1510,1510,"Champagnepoppin",0,"That judge is fine asf though _ÌâåªÌâåÉÌâå_ÌâåªÌâåÉÌâå","4/4/18"
"1511",1511,1511,"Tyler Russell",0,"They shouldn't be going this far, he may have shot up a school but you got to remember he has autisim","4/4/18"
"1512",1512,1512,"DANIEL KOOSTACHIN",0,"Saint Paul killed over 200 catholic believers and still made it to heaven ...","4/4/18"
"1513",1513,1513,"Jesus Have power",0,"God's mercy is greater that our mercy towards people. We all are criminals before God","4/4/18"
"1514",1514,1514,"A G",0,"Why do people think it's him?  Not saying it's not but what had the attention turned to him? Where is the mask and helmet he wore? Where did they find the gun?. Who gave the suspects description? Why does he always look down? Why does his lawyers want him to plead guilty? Just to escape the death sentence? So he wants to rot in prison? No disrespect just questions.","4/4/18"
"1515",1515,1515,"FIJI WATER",2,"Shouldn't have bullied him","4/4/18"
"1516",1516,1516,"Mark Camara",0,"Give HIM the chair . Rot intelligent .","4/4/18"
"1517",1517,1517,"Chima Achuko",1,"Butthole now Ìâå_ÌâåÑÌâåÓ> (x)
Butthole in six months Ìâå_ÌâåÑÌâåÓ> (  O  )","4/4/18"
"1518",1518,1518,"Sam Cali",0,"Where is god in our life if every 2 word we say the F word and bad word","4/4/18"
"1519",1519,1519,"Sam Cali",0,"No real love if his family offer him love and god since he was 1 year old   Then no one have to die","4/4/18"
"1520",1520,1520,"WestVirginia Redneck6",0,"Good I hope he gets the death penalty","4/4/18"
"1521",1521,1521,"Psychedelic Love",0,"FF","4/4/18"
"1522",1522,1522,"jeff Gule",0,"I will bend over that judge right then and there","4/4/18"
"1523",1523,1523,"Losqualo Telli",0,"they made him a favor, should have sent in jail getting raped by everyone","4/4/18"
"1524",1524,1524,"John Doe",0,"Maybe people shouldn't  bully people.","4/4/18"
"1525",1525,1525,"John Doe",0,"He shouldn't even bother standing.","4/4/18"
"1526",1526,1526,"Steve Spaulding",0,"Just fry that lil shit n save the U.S. some money!!!","4/4/18"
"1527",1527,1527,"Hunter Pritchard",2,"WhyÌâå_ÌâåÑÌÄåös the judge peng af","4/4/18"
"1528",1528,1528,"jaime keenatch",0,"JILF","4/4/18"
"1529",1529,1529,"Eduards Babinjans",0,"Why nobody calls him a terrorist?","4/4/18"
"1530",1530,1530,"robert neasham",0,"That judge is hot","4/4/18"
"1531",1531,1531,"My Dog Ate My Homework",0,"FREE UP NICK","4/4/18"
"1532",1532,1532,"Sean The Baptist",0,"Damn the judge is super *fine*","4/4/18"
"1533",1533,1533,"Olympic Outdoors Dad",0,"They should his ass in Guantanamo...or just put him against a wall an shoot him.","4/4/18"
"1534",1534,1534,"Neaii S",0,"Put him on Beyond Scared Straight","4/4/18"
"1535",1535,1535,"Tony DeMaria",0,"Kill him","4/4/18"
"1536",1536,1536,"Joy Medwed",0,"Life in Prison is in my opinion the better (worse for him) option because death would be to easy. But what a lot of people forget that ypu wait for your death penalty years and thats probably the worst to wait for the end that long.","4/4/18"
"1537",1537,1537,"Xecnalxes",0,"Okay. There's something we need to talk about. Do ya'll see this fine ass judge? 1:00

Florida does it again. Best ladies in the United States.","4/4/18"
"1538",1538,1538,"SAVAGE PandÌâåÕ_",1,"Fuc this dude like FUCK","4/4/18"
"1539",1539,1539,"Pale Ronin",0,"Oh CAWD, That Judge is hot","4/4/18"
"1540",1540,1540,"random guy",0,"wow the Anthony boy is a hero he saved 12 people","4/4/18"
"1541",1541,1541,"steffon Gonzalez",0,"Those nigggers arw gunna rape u and poke youuu upp pussyyy ur soo fuxkeddd","4/4/18"
"1542",1542,1542,"steffon Gonzalez",0,"I caanntt waaiitt to come ti floridaa Nicolas cruzzz git my ar 15 ready just for u","4/4/18"
"1543",1543,1543,"Cracker Jack",0,"The death penalty is the easy way out. I mean he would have killed himself anyways most likely, Let him rot in jail.","4/4/18"
"1544",1544,1544,"abood sawan",0,"Bro wtf just kill him what yall waiting for?","4/4/18"
"1545",1545,1545,"Jack Hunter",0,"I swear fucking Americans make no fucking sense and there's school shootings like all the fucking time and u still c!aim ur the best country in the world hahah my ass y'all can hate on me really don't care but I'm talking the truth","4/4/18"
"1546",1546,1546,"dane avital",0,"Why didnt he shoot himself idk.","4/4/18"
"1547",1547,1547,"Cesar Salgado Salagado",0,"So does he get the death penalty or what is the sentence","4/4/18"
"1548",1548,1548,"Sebastian Riano s",0,"Im going to go visit this strong kid i know exacly what they did to him","4/4/18"
"1549",1549,1549,"Whicker Friesian",0,"Cruz (and others of his ilk), are some of the biggest reasons the 'Death by Firing Squad' application should be brought back into use.
Let HIM (and others of his ilk), stare-down the barrel(s) of the firearms that are going to end HIS worthless life.

Karma approves.","4/4/18"
"1550",1550,1550,"Enzo Rocca",0,"that piece of shit deserve torture .. please kill that scumbag soon!","4/4/18"
"1551",1551,1551,"John Alexander",0,"Who knew Matthew Santoro was a cop?","4/4/18"
"1552",1552,1552,"WickedOfficial",0,"Free my dude he ainÌâå_ÌâåÑÌÄåöt done shit but walk the talk smh","4/4/18"
"1553",1553,1553,"Austin White",0,"So are you guys gonna try to actually find the 2nd shooter or just let him be sentenced as the lone gunman even though teachers and students say there was a 2nd shooter? Just liberals staging another tragedy to push their agenda. Hogg wasnÌâå_ÌâåÑÌÄåöt even at the school when the shooting began, he admitted it himself on video.","4/4/18"
"1554",1554,1554,"MGTOW Movement",0,"HeÌâå_ÌâåÑÌÄåös sad about his life sentence of ass raping to his weak self.","4/4/18"
"1555",1555,1555,"Don Johnson",0,"He wasn't severely bullied.
In fact,  he was rather alienated than picked on. Here's a synopsis: People didn't befriend Nikolas because they individually believed for him to be insane. What do you expect? The cops get called on you over 30 times, you talk about guns all the time,  you get expelled for bringing knives to school, and so forth.","4/7/18"
"1556",1556,1556,"FIJI WATER",1,"Because he was bullied and he has a mental illness, he acted on emotions not politics","4/4/18"
"1557",1557,1557,"Jonathan Wetherholt",0,"Eduards Babinjans cuz ur mum gay","4/4/18"
"1558",1558,1558,"Don Johnson",0,"You'll see, give the court a couple weeks. Probably even months.","4/7/18"
"1559",1559,1559,"MGTOW Movement",0,"Fuck that horrible person.","4/4/18"
"1560",1560,1560,"Napew Beaulieu",0,"He murdered 34 people, give him the gas chamber..","4/4/18"
"1561",1561,1561,"David Duarte",0,"took them long enough","4/4/18"
"1562",1562,1562,"YEET King",0,"Why canÌâå_ÌâåÑÌÄåöt so,embody get er done and shoot him right in the brain","4/4/18"
"1563",1563,1563,"Losie Joooba",0,"they should give every one in the court a sling shot and shoot at him with rocks for 5 minutes and then give him his sentence","4/4/18"
"1564",1564,1564,"Dirt Monkey",0,"Guys make sure u lock up his guns to they might get up and shoot more people","4/4/18"
"1565",1565,1565,"laura echenique",0,"He should rot in jail","4/4/18"
"1566",1566,1566,"the bossman115",0,"For fuck sakes if he admitted and it's clearly him who killed the people then don't put in the damn title sub spect","4/4/18"
"1567",1567,1567,"Watson 407",0,"Hes gonna die in jail...","4/4/18"
"1568",1568,1568,"Harrison Yates",0,"They should bring back the firing squad","4/4/18"
"1569",1569,1569,"Chrome Red",2,"Nikolas=God","4/4/18"
"1570",1570,1570,"Chrome Red",0,"Noice","4/4/18"
"1571",1571,1571,"USA THE GREAT",2,"He wont be so quite when he gets gang raped in prison. His ass will be like a train tunnel.","4/4/18"
"1572",1572,1572,"stanley julien",0,"That little shit","4/4/18"
"1573",1573,1573,"WLS JOURNEY OF DJ 90",0,"Hard labor more useful","4/4/18"
"1574",1574,1574,"Q U A T T R O",0,"I think we should give him another chance in life.




Haha you read this thinking I was going to say JK.","4/4/18"
"1575",1575,1575,"A1 MaddDoggKilla416",0,"Why the death penalty? Make him suffer in solitary confinement","4/4/18"
"1576",1576,1576,"Zoe Mukasa",0,"He's a physcopath","4/3/18"
"1577",1577,1577,"Jay Johnson",1,"Put him in a dark room with no water and food and let him sit there himself and die...","4/3/18"
"1578",1578,1578,"Anthony Unga",0,"He needs to be crucified like Jesus","4/3/18"
"1579",1579,1579,"Jasmine An",0,"His inheritence should be given to the casulatie's families","4/3/18"
"1580",1580,1580,"Joel Benson",0,"Obvious MK Ultra mind control scapegoat....this guy didnÌâå_ÌâåÑÌÄåöt shoot anyone, heÌâå_ÌâåÑÌÄåös just takin the rap for it","4/3/18"
"1581",1581,1581,"Vey Narbz",0,"just kill him. no room on this earth for him","4/3/18"
"1582",1582,1582,"Mike Laster",0,"Does anyone else wish he was black so the police would of killed him the same day ...","4/3/18"
"1583",1583,1583,"The Tru Way",1,"Kill that Fucker. Dont have to waste money keeping him in jail _ÌâåªÌâå¥Ìâå","4/3/18"
"1584",1584,1584,"Yuuki Weismann",0,"Damn westerners","4/3/18"
"1585",1585,1585,"Ryan Jr",0,"Not a thug or terrorist cuz he ain't muslim or black he is just a mentally ill white dude","4/3/18"
"1586",1586,1586,"JazzyENT. IMVU",0,"I donÌâå_ÌâåÑÌÄåöt understand how it takes this long for a white school shooter to get the death penalty but all these black unarmed males are being killed DAILY with no hesitation","4/3/18"
"1587",1587,1587,"JazzyENT. IMVU",0,"yay","4/3/18"
"1588",1588,1588,"STARLARS010",0,"Maybe he got bullied? I think that if something like this happens they have to look what went wrong so they can prevent it I don't think this guy was like he you know what, my life's going so well and I feel so good today that I'm shooting people today","4/3/18"
"1589",1589,1589,"quete inrpot",1,"Judge can get the dick","4/3/18"
"1590",1590,1590,"Lil Yad",0,"Isis","4/3/18"
"1591",1591,1591,"Nurse Akali",0,"If he didn't get bullied this wouldn't of happened.






But there are some sick fucks who just do it for fun, this isn't the case.","4/3/18"
"1592",1592,1592,"Max Larsen",0,"idiot","4/3/18"
"1593",1593,1593,"Onitz",0,"Is he being judged by a professional, or a thot in clown makeup?","4/3/18"
"1594",1594,1594,"Sebastien Roux",0,"Its not the will of God that the wicked perish but rather that they repent. Besides, does the FBI not share blame since they knew? How about the police that waited outside? Will you be hypocrites and only execute one individual or every one that share responsibility for this incident? How about the one that bullied him? Is she not also guilty? If you execute this kid you might as well execute every sinner, or be called a hypocrite. Judge not or you will be judged. Repent and give him the oppertunity to repent too. If your ""justice"" does not bring back those that are lost then your ""justice"" have already failed. Therefore you should aim to prevent. The only way to prevent all wrong doings is to be the perfect example. Do not be a hypocrite.","4/3/18"
"1595",1595,1595,"Johnny Depth",0,"Judge is so damn fine .....","4/3/18"
"1596",1596,1596,"Mmmm",0,"What bullying does to someone or judt hstes the fucking school and is an blood thirsty fuck head who is probably going to die by aging or cancer or some disease that can fucking kill someone.","4/3/18"
"1597",1597,1597,"BRUTALITY",0,"Stab him with pencils","4/3/18"
"1598",1598,1598,"The Knuckols",0,"Should have get a 50 years sentence then electric chair death penalty..should have jailed so prisoners can beat the shit out of him","4/3/18"
"1599",1599,1599,"ashish kirdat",0,"The judge was hot","4/3/18"
"1600",1600,1600,"Andrew",0,"What's up Judge Elizabeth","4/3/18"
"1601",1601,1601,"XANI !",0,"Why are they even considering giving him the death penalty?","4/3/18"
"1602",1602,1602,"Sven S.",0,"Hmm,... quite a hottie the jugde.","4/3/18"
"1603",1603,1603,"Colton Yee",0,"Free the homie","4/3/18"
"1604",1604,1604,"Erdeniz Aktas",0,"It would be better if you give him 20 years and after the 20 years a death penalty","4/3/18"
"1605",1605,1605,"S2000",0,"Phuk Cruz and the horse he ran in on. That's Beavis in the flesh. Die u sob!","4/3/18"
"1606",1606,1606,"Unthought Known",0,"Cute ! Homemade TERRORIST !","4/3/18"
"1607",1607,1607,"go away",0,"Just keep him in a tiny cell for the rest of his life with a big black rapist and slowly decrease his intake of food and water until he eventually dies of dehydration or starvation","4/3/18"
"1608",1608,1608,"cradle0fcthulhu",0,"death by ass rape","4/3/18"
"1609",1609,1609,"My Hero",0,"I'll be following this whole story all the way through as long as this Hot Judge is on the case","4/3/18"
"1610",1610,1610,"jaster101 finity",0,"piece of trash.","4/3/18"
"1611",1611,1611,"David",0,"Gingers have no soul.","4/3/18"
"1612",1612,1612,"G Man",0,"I got your back Nick!","4/3/18"
"1613",1613,1613,"Quantum Kangaroo",0,"Just give him the death penalty. Or put him into a prison for life and let him get the shit beat out of him for years. Let him be punished for the pain he has caused, or end this now and not make it a long drawn out process. Why plead not guilty when literally everyone knows he did it. I know America is in division right now and we all have different views, but IÌâå_ÌâåÑÌÄåöm pretty sure all of us can agree that we need to rid of him.","4/3/18"
"1614",1614,1614,"Garret Lybolt",0,"If someone says anything positive about him they would probably be put on the FBI watch list","4/3/18"
"1615",1615,1615,"Pagan Slayer",0,"stupid americunts killing each other for no reason lol faggot losers ...","4/3/18"
"1616",1616,1616,"Pagan Slayer",0,"white devil!","4/3/18"
"1617",1617,1617,"Pagan Slayer",0,"Filthy white terrorist!! White faggots are the worst subhuman scum on Earth!!","4/3/18"
"1618",1618,1618,"Pagan Slayer",0,"Why are most judges in america  FEMALE?!!","4/3/18"
"1619",1619,1619,"hossam abdulmuttalib awadi",0,"The judge is extremely hot","4/3/18"
"1620",1620,1620,"Iraqi Lobster",0,"That royer guy can't even speak proper English...send that illegal back to Guatemala!","4/3/18"
"1621",1621,1621,"Gunner Coffman",0,"This piece of shit deserves nothing but the death penalty. fuck him.","4/3/18"
"1622",1622,1622,"Gprix 77",4,"He lost a kahoot




So he decided to kashoot up the school





This is a edgy joke please dont take it seriously","4/3/18"
"1623",1623,1623,"ÌÄåÓÌâå¥nnÌÄåÓÌâå± SuÌÄåÓ_ÌÄåÕÌÄåÏ",0,"He deserves nothing. He deserves absolutely nothing. Rot in hell","4/3/18"
"1624",1624,1624,"Danellis Sandoval",0,"I think his bullies should be charged too honestly yes what he did was terrible asf but his bullies pushed him and people pop .probably if they didnÌâå_ÌâåÑÌÄåöt pick on him he wouldnÌâå_ÌâåÑÌÄåöt have done what he has done .","4/2/18"
"1625",1625,1625,"impactajuvenile",2,"Now heÌâå_ÌâåÑÌÄåös (NC) is the rockstar, getting tons of mail and even funds for his legal battles. The Dems are making him the victim now...","4/2/18"
"1626",1626,1626,"Abdalla  Anwar",0,"Apparently the word terrorist doesn't exist if he's not Muslim.","4/2/18"
"1627",1627,1627,"The Hound",0,"That judge is hot!","4/2/18"
"1628",1628,1628,"stan Nothing",0,"Bullying and rejection?","4/2/18"
"1629",1629,1629,"y o u n g",0,"Haha fucker you deserve it.","4/2/18"
"1630",1630,1630,"harry tate",0,"The NRA have said video games are the reason for shootings not guns. Like if youÌâå_ÌâåÑÌÄåöve played video games and havenÌâå_ÌâåÑÌÄåöt thought about committing murder.","4/2/18"
"1631",1631,1631,"TaeLo16",0,"IÌâå_ÌâåÑÌÄåöm not saying itÌâå_ÌâåÑÌÄåös ok to go in a school and shoot it up, but the death penalty is horrible. They strap the person down in a laying down chair and inject them with drugs until their heart stops. The people are payed money but have no idea what they are doing so it often goes wrong and leads to a painful and horrifying death for the person. Even if you are the worst person alive no one should have to go through that shit like holy fuck, just imagine sitting there waiting to be killed! ThatÌâå_ÌâåÑÌÄåös horrifying!","4/2/18"
"1632",1632,1632,"lil flex",0,"Who wants to beat the shit out of that guy      I sure do","4/2/18"
"1633",1633,1633,"Tim Buckto",0,"Ate too many Tide soap pods","4/2/18"
